sent_id	id1	id2	out1	out2	label
703	1839	1028	1) defecation frequency > 3/week; 2) normalization of stool consistency; 3) no more painful defecation; 4) absence of abdominal or rectal palpable mass at physical examination	Improvement of hard stool consistency to soft stool consistency	0
372	607	578	log HbA 1c and HRQL	glycaemic control	0
748	1931	636	EBM knowledge	effective	0
185	277	1	change in score	Practice	0
184	1270	549	90-day mortality	days in the ICU	0
660	984	321	improvement in oxygenation (improvement of PaO 2 /FiO 2 (PF) ratio)	mechanical ventilation	0
314	1372	821	target vessel revascularization (TVR)	definite stent thrombosis	0
474	1601	396	costs per quality adjusted life years (cost/QALY)	Total costs	0
543	830	220	the change in morning peak expiratory flow (PEF) rate from baseline to the end of the treatment period (mean of weeks 23–24)	the use of rescue medication	0
42	1072	333	the recruitment rate	Recruitment	0
190	1271	82	change in nutrition knowledge scores, attitudes to healthy eating and acceptability of the intervention by children and teachers	enjoyed playing the game	0
83	128	654	absence of parasites and clinical signs on days 14 and 28, and good clinical and biological tolerability	an efficacy	0
35	1059	1008	1) the population reached (usefulness), 2) the self-reported benefit or achievement (usefulness), 3) experienced barriers and potential solutions the (usefulness), 4) the extent to which the intervention was performed according to protocol (acceptability), 5) participants’ exposure to and engagement in the training (acceptability), and 6) the opinion about the training (acceptability)	confidence in their capabilities	0
314	1372	821	major adverse cardiac events (MACE) defined as a composite endpoint of cardiac death, myocardial infarction, and target vessel revascularization (TVR)	target lesion revascularization	0
493	770	538	the time until shock reversal	plasma CoQ10 levels	0
140	207	525	educational achievement and anaemia	The estimated financial cost of IST per child screened	0
298	503	444	sustained remission, defined as freedom from relapse at the 6 months follow-up visit	The median time to relapse	0
50	102	824	pulmonary or cardiac toxicity	The post-radiotherapy physical-, cognitive- and emotional-functioning scores	0
378	884	261	ACR 50 improvement	Functional Assessment of Chronic Illness Therapy-Fatigue	0
328	543	637	body weight (kg) and waist circumference (cm)	weight loss	0
352	569	96	diarrhoea	one marker of bacterial translocation	0
65	108	800	the HCPI	HCPI	1
519	808	490	time from induction to delivery and incidence of vaginal delivery within 12 and 24 hours	abnormal fetal heart rate (FHR) tracings	0
53	1074	836	the proportion of patients with plasma HIV-1 RNA levels <200 copies/mL at week 24	frequency of discontinuing treatment due to adverse events	0
759	1938	545	reduction in duration of severe pneumonia and pneumonia	chest indrawing	0
130	192	356	progression-free survival (PFS) per central radiology review, according to RECIST 15	an antitumor effect	0
117	170	133	duration	duration of exacerbations	1
264	1329	349	no missed activities during the previous month 41	days with missed activities	1
462	712	382	change in urinary HRQOL at 3 months	PSA failure	0
404	646	210	the EPDS (a 10-item scale developed for use in the postnatal period, in which a score ≥ 13 identifies probable depression 33 , and the physical and mental component scores (PCS and MCS) of the Short Form 36 (SF-36), a widely used general health status measure 34	depression	0
89	136	790	the hands-on time during the first three minutes of the cardiac arrest	hands-on time during the first 180 seconds of the arrest	1
390	632	215	Physical Function	the SF-36 Physical Function	0
488	1542	19	PVF	technical validity	0
187	277	5	change in score	their knowledge and attitudes and practice	0
332	721	638	change in body weight and waist circumference	waist circumference	0
311	1770	96	knee-specific patient-reported WOMAC scores	knee-specific results	1
466	1536	395	tube dependency at one-year and number of post-CCRT hospital admission days	hospital admission days	0
116	166	352	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	vitamin D deficiency	0
313	522	432	the QTcF interval (QT interval corrected for heart rate using Fridericia's formula, QT/RR 0.33 )	QTcF change	1
108	161	856	HbA1c	glycated hemoglobin A1c	1
121	1150	619	numbers of patients with recorded foot inspections in the previous calendar month	the likelihood of a recorded foot inspection	1
313	1372	820	major adverse cardiac events (MACE) defined as a composite endpoint of cardiac death, myocardial infarction, and target vessel revascularization (TVR)	MACE rate	1
393	634	512	patient intention to visit a psychosocial counselor	‘unsure’ about possible barriers to interact with the clinicians (mean = 2.8) or to privacy of information	0
551	1628	375	'TQ total score'	The primary efficacy criterion 'TQ total score'	1
660	984	321	improvement in oxygenation (improvement of PaO 2 /FiO 2 (PF) ratio)	stay in the intensive care unit	0
729	1882	216	whether or not a survey recipient responded	likely to respond	1
71	1085	866	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	control of eosinophilic airway inflammation	0
4	0	1010	the horizontal VAS according to Jensen	cost-effectiveness	0
597	913	247	instrumental birth	augmentation of labour	0
402	646	208	the EPDS (a 10-item scale developed for use in the postnatal period, in which a score ≥ 13 identifies probable depression 33 , and the physical and mental component scores (PCS and MCS) of the Short Form 36 (SF-36), a widely used general health status measure 34	MCS	0
44	1072	336	the recruitment rate	The estimated sample size for a full trial	0
429	1821	208	participation in the Link-Up Study, through attendance at a biospecimen collection site to provide a blood sample and giving written consent to participate, including use of blood samples for genetic and other research	response rates	1
34	1052	15	Correlation between VPW measurements from the portable chest radiograph with the PAOP	VPW	0
648	1782	883	Trough FEV 1 after 12 weeks of treatment	died	0
272	467	449	reduction in systolic blood pressure, total cholesterol and estimated 10-year CVD risk	acceptability of the Polypill to patients and physicians	0
321	528	1017	GHbA1c	depression	0
269	464	973	a change in the serum ALT activity or the INR	other measures of liver injury	0
90	136	791	the hands-on time during the first three minutes of the cardiac arrest	time to defibrillation	0
159	226	929	the total MET minutes of moderate and vigorous physical activity accrued over the past 7 days	MET minutes of activity (from the IPAQ)	1
591	896	410	PK parameters and safety and tolerability	blood glucose	0
208	368	837	the mean change in modified extrinsic tooth stain index (all sites) from baseline to week 6	lightening	0
128	190	189	all-cause mortality over 3 years	incidence of pneumonia	0
588	896	407	PK parameters and safety and tolerability	absorbed rapidly	0
398	636	470	28-day all-cause mortality	The rate of hypoglycaemia (≤ 40 mg/dl)	0
510	1583	980	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	Disease-related deaths	0
327	1402	127	the patient assessment of spinal pain (100-mm VAS), patient global assessment of disease activity (100-mm VAS), and the Bath Ankylosing Spondylitis Functional Index (100-mm VAS)	BASDAI	0
513	1583	983	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	serum TGF-beta	0
68	1085	863	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	sputum eosinophils	0
44	77	796	VC	generally severe impairment	0
379	1450	578	mean body temperature after 24 hours of treatment	body temperature	1
45	77	797	VC	VC	1
763	1979	930	an injury surveillance with a missed match injury definition	primary lower-limb muscle strains	0
427	1821	206	participation in the Link-Up Study, through attendance at a biospecimen collection site to provide a blood sample and giving written consent to participate, including use of blood samples for genetic and other research	The response rate	1
752	1936	54	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	receptive language	0
281	1337	72	cumulative survival without mechanical ventilation or oxygen dependency at 30 days; mortality at 30 days; therapy failure; crossover rate; and persisting pulmonary problems defined as oxygen dependency or still being on a ventilator at 30 days	OI	0
570	880	257	retention in treatment, which was defined as the number of weeks that patients remained in the study before being discharged	the rates of opioid-positive urine tests	0
314	1372	821	myocardial infarction	target lesion revascularization	0
657	981	180	the proportion of patients relapse-free at Week 26	efficacy	0
188	288	363	the number of hospital days after surgery	days in hospital after surgery	1
649	1782	884	Trough FEV 1 after 12 weeks of treatment	QTc	0
302	507	875	the change from baseline to 52 weeks of carotid arterial wall volume, reflecting plaque burden, as measured by carotid cardiovascular magnetic resonance	progression of carotid atheroma	1
396	1479	600	safety climate, measured using the Safety Climate Survey	safety climate scores	1
226	389	475	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	both LDLP fractions	0
635	954	620	the serum phosphorus at 12 weeks	serum phosphorus concentration	1
661	1787	250	the initial rate of temperature decrease, expressed as °C/h and the percentage of time the temperature was out of range during the first 24 hours of treatment (defined as more than 0.2°C above or below target temperature)	the target temperature	0
34	1052	15	Correlation between VPW measurements from the portable chest radiograph with the PAOP	CVP	0
27	1051	157	incidence of malaria attacks over 8 weeks of follow up	The incidence of malaria episodes	1
421	655	105	attitudes	knowledge	0
452	707	1068	health-related quality of life (HRQoL)	mood state	0
314	1372	821	cardiac death	in-stent restenosis	0
611	928	393	child body mass index (BMI) z-score	feasible	0
454	708	572	The LSAS-SR	social anxiety scales	0
71	1085	866	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	symptom control	0
491	1952	17	Kinetic force platform gait analysis (PVF BW )	the PVF BW	1
637	954	622	the serum phosphorus at 12 weeks	the proportions of those with hypercalcemia	0
429	672	485	response rate to treatment	VAS scores	0
83	1103	957	global quality of life change at 6-weeks, measured by EORTC QLQ-C30	Neutropenia	0
12	26	340	the Sum of Pain Intensity Differences (SPID) of the CSTP Intensity scale by the child	the SPID of children and parents	1
34	1052	15	Correlation between VPW measurements from the portable chest radiograph with the PAOP	VPW correlates with PAOP	1
211	378	276	the duration of the weaning process	The mean ± sd (standard deviation) duration of the weaning process	1
262	461	322	10-year CVD risk	Average population CVD risk	1
439	683	686	u-AQP2 and u-ENaC	Atrial-and brain natriuretic peptide	0
281	486	343	recurrence	the mean time to return work	0
16	420	1039	'success'	the proportion of children with i) perforation at the end of therapy (27% to 12% RD = -16% [-31,-1]), ii) recurrent perforation during therapy (18% to 4% RD = -14% [-25,-2])	0
421	655	105	attitudes, knowledge and skills in EBM	self-reported critical appraisal skills	0
520	808	491	time from induction to delivery and incidence of vaginal delivery within 12 and 24 hours	neonates were admitted to the intensive neonatal unit	0
353	586	13	the American College of Rheumatology 20% improvement criteria (ACR20) response at week 24 19 20	HAQ-DI	0
451	1512	1052	more frequently interrupted MARS sessions without anticoagulation	patency of the extracorporeal circuit	0
314	1372	821	major adverse cardiac events (MACE) defined as a composite endpoint of cardiac death, myocardial infarction, and target vessel revascularization (TVR)	all cause death	0
436	1496	909	1) physical activity, 2) work productivity, and 3) sickness absence	percentage of body fat	0
12	1028	404	the PCR-adjusted parasitological cure rate up to day 42 of the follow-up period	cure rates	1
520	1591	115	ICP control	infection	0
383	627	316	the ovicidal effect of the treatments, defined as no nymphal lice emerging from eggs between treatments	any newly emerged louse nymphs	0
325	534	864	response rates	response	1
261	455	436	the generic instrument EuroQol-5D (EQ5D)	self-perceived health	0
704	1839	1029	no more painful defecation	painful defecation	1
113	166	349	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	25(OH)D level	1
607	928	389	child body mass index (BMI) z-score	opportunities for healthful eating and PA	0
596	913	246	postpartum haemorrhage	Apgar scores	0
767	1986	1042	daily physical activities (measured by a validated tri-axial accelerometer)	standing time	0
753	1936	55	Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	eye contact	0
769	1986	1045	daily physical activities (measured by a validated tri-axial accelerometer)	the daily physical activity pattern	1
530	1610	300	improvement in attention scores for the intervention group	any of the academic or behavioural measures	0
294	501	310	disease-free survival (DFS) at three years	the probability of DFS at three years	1
596	913	246	initiation of breastfeeding	induction	0
230	389	479	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	LDLP	0
745	1925	246	glycemic variability, represented as SD (Glu SD ), glucose lability index ([∑(Glu n - Glu n+1 (mmol/L)) 2 *(h n+1 - h n ) -1 )*(number of readings) -1 or mean daily delta (difference between minimum and maximum) glucose	Glycemic variability measures	0
754	1936	56	Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating	the ABC	1
345	941	307	the Gastrointestinal Symptom Rating Scale-IBS version (GSRS-IBS) 42	societal costs	0
667	1942	757	patient satisfaction	The rate of skin complication	0
642	965	31	lung function	lung function	1
240	406	264	a dichotomous measure (occurrence of low back pain)	Caucasian	0
605	1717	365	changes in absenteeism	absenteeism	1
244	1314	23	the assessment of treatment toxicity and tumor response as measured according to modified (volumetric) MacDonald's criteria 20	grade 4 toxicity	0
520	1591	115	ICP control	the incidence of arterial hypotension	0
577	1660	641	The number of destroyed alveolar attachments, expressed as a percentage over the total number of alveolar attachments,	The bronchodilatory effect of deep inspiration	0
754	1936	56	Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating	stereotypy	0
76	1092	767	malaria incidence during the study period	incidence of malaria	1
182	1250	293	The frequency of acute exacerbation	duration of acute exacerbation	0
545	1630	584	the frequency of fussing and crying of the infants	large bowel movements	0
375	624	261	the percentage of responders according to American College of Rheumatology 50 criteria	patient's and physician's global assessments of disease activity	0
209	368	838	the mean change in modified extrinsic tooth stain index (all sites) from baseline to week 6	stain reduction	1
70	396	801	impulse	force platform impulse	1
583	1678	639	the time course of the corrected colonisation index	Candida colonisation	0
159	226	929	Moderate - Vigorous MET minutes of Physical Activity	MET minutes of activity (from the IPAQ)	1
285	493	401	self-rated overall effect of treatment, measured once; on the day treatment was completed	were much better or very much better	0
4	1001	387	the average efficacy over Seasons 1 and 2 for the prevention of culture-confirmed influenza illness due to influenza A or B virus strains antigenically matching those in the vaccine (ie vaccine-matched, culture-confirmed influenza; VMCCI)	attack rates	0
667	990	956	the mean number of oocytes retrieved	the nature or number of adverse events	0
17	1035	1074	the parasite clearance rate constant K	The median parasite-reduction ratio	1
56	273	1001	Treatment Alliance Scale (TAS) 40 and Client Satisfaction Questionnaire (CSQ) 44 	alliance	0
281	486	343	recurrence	the mean time off from work	0
329	543	638	body weight (kg) and waist circumference (cm)	waist circumference	0
381	627	314	the ovicidal effect of the treatments, defined as no nymphal lice emerging from eggs between treatments	treatment success	0
598	913	248	induction of labour	intervention during labour and delivery	0
176	257	1082	adherence and participation	Participation	0
476	1601	398	costs per quality adjusted life years (cost/QALY)	the willingness to pay threshold for 1 additional QALY	0
725	1873	672	change in Treatment Satisfaction (Tables 5 and 6 ), change in Perceived Hyperglycaemia (Tables 7 and 8 ) and change in Perceived Hypoglycaemia (Tables 9 and 10 )	DTSQs scores at/near ceiling	0
164	1227	686	the ratio of expiratory time to reach PTEF to the total expiratory time	25/PT	0
659	984	320	improvement in oxygenation (improvement of PaO 2 /FiO 2 (PF) ratio)	PEEP	0
412	652	941	systemic haemodynamics	peripheral resistances (PR)	0
752	1936	54	Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	receptive language	0
189	288	364	the number of hospital days after surgery	adverse events	0
251	424	548	The Insomnia Severity Index (ISI) 32	effective	0
631	945	777	the proportion of children aged 9-23 months completely vaccinated	the proportion of children of 9-23 months who were completely vaccinated (defined as children who received BGG, 3 doses of DTP/Polio, measles and yellow fever vaccines)	1
336	1458	751	a significant difference in mean birth weight	an infant with a birth weight <10 th percentile	0
428	1821	207	participation in the Link-Up Study, through attendance at a biospecimen collection site to provide a blood sample and giving written consent to participate, including use of blood samples for genetic and other research	the response rate	1
436	682	587	trial feasibility, defined by randomization of >25% of eligible patients, delivery of >75% of the prescribed CRRT dose, and follow-up of >95% of patients to 60 days	Baseline SOFA scores	0
623	1731	256	change from baseline in fasting serum total cholesterol	proportion of patients maintaining HIV-1 RNA <400 or <50 copies/mL	0
232	1291	243	antimalarial drug prescription	likely to be prescribed antibiotics	0
699	1924	795	the anatomical knowledge (MCQ)	spatial imagination	0
445	1502	1099	sUA < 6.0 mg/dL at final visit	Efficacy rates	0
173	1239	760	the change in test scores for residents and faculty (pre-test vs. post-test)	test scores (out of a 24 point test)	1
141	1198	917	health care costs	outpatient costs	1
528	1602	62	Changes in MMSE sum score	retained cognitive function during one year follow-up	0
621	932	925	PDSS	the effectiveness	0
364	1440	657	healing at 3 months	HRQL	0
264	1329	349	the percentage of children who had ≤ 4 days with pain	days with missed activities	0
49	102	823	pulmonary or cardiac toxicity	role- and social-functioning scores	0
616	1723	511	response rate, survey response bias, item non-response, and cost	rate of item non-response	0
96	1122	88	days alive and off assisted breathing	FEV 1 /FVC	0
375	1445	810	The AIMS2 walking and bending sub-scale	quality of life	0
157	224	1066	'first-step' pain (measured on a 100 mm Visual Analogue Scale) and the Foot Health Status Questionnaire domains of foot pain, foot function and general foot health	an adverse event	0
243	1314	22	the assessment of treatment toxicity and tumor response as measured according to modified (volumetric) MacDonald's criteria 20	progression-free survival	0
686	1833	1068	IPV (Composite Abuse Scale CAS) and depression (Edinburgh Postnatal Depression Scale EPDS)	mean abuse scores	0
652	974	287	the percent of subjects meeting TR during the initial 30 minutes of treatment	likely in TR	1
591	896	410	PK parameters and safety and tolerability	fatigue	0
284	1341	743	shoulder mobility	pain	0
671	1802	1020	The throughput times length of ED stay (LOS)	The average LOS	1
463	1528	341	the Patient Reported Physician Cultural Competency (PRPCC) Scale	glycosylated hemoglobin	0
760	1938	546	reduction in duration of severe pneumonia and pneumonia	oxygen use	0
515	1584	645	whether or not the ulcer was completely healed within 8 weeks	Complete healing of stage I ulcers	0
164	1227	686	the ratio of expiratory time to reach PTEF to the total expiratory time	V PTEF / V E	0
636	954	621	the serum phosphorus at 12 weeks	The albumin-adjusted serum calcium concentration	0
593	896	412	tolerability	well tolerated	1
235	399	1100	biochemically verified 7-day point prevalence smoking abstinence defined as no cigarettes (not even a puff) in the previous 7 days at Week 26, validated using salivary cotinine collected at Week 26	The mean Fagerström Test for Nicotine Dependence	0
485	1542	16	PVF	the CSOM	0
97	1122	89	days alive and off assisted breathing	forced expiratory flow from 25% to 75% of FVC	0
305	1362	94	Self-reported knee-specific stiffness, pain and function	All revisions	0
174	1239	762	the change in test scores for residents and faculty (pre-test vs. post-test), and the difference in score improvement between the residents randomized to undergo proctored ultrasound examinations compared to those who were not	knowledge retention	0
293	1346	231	body mass index (BMI) percentile	obesity rates	0
209	1274	1036	the incidence of predefined GI AEs	a moderate or severe event	0
466	1536	395	number of post-CCRT hospital admission days	tube dependency	0
477	739	128	gingival bleeding	follow-up prevalence of plaque and calculus	0
530	814	645	to decrease reintubation rates, defined by the necessity of mechanical positive-pressure ventilation through orotracheal intubation in the first 48 hours after extubation, in the treatment group	mean SAPS II	0
605	1717	365	school rule infractions	suspension rates	0
473	1601	395	costs per quality adjusted life years (cost/QALY)	hospital admission days	0
26	1039	155	intestinal volume	reduction of post-ESD intestinal CO 2 gas volume	1
318	1376	1082	The 6MWT	6 minute-walk-distance	1
757	1936	59	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	initial autism severity	0
96	141	192	begin oral intake	Time to regain consciousness	0
113	166	349	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	response	0
229	1289	862	the rate of success	pain	0
314	1372	821	major adverse cardiac events (MACE) defined as a composite endpoint of cardiac death, myocardial infarction, and target vessel revascularization (TVR)	in-stent restenosis	0
509	1583	979	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	respiratory symptoms	0
158	224	1067	general foot health	general foot health	1
223	389	472	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	total cholesterol	0
452	707	1068	health-related quality of life (HRQoL)	dyspnea	0
258	448	1022	10-percentage point difference between arms in increase in the proportion of participants reaching the target level in five global and two patient-group specific clinical parameters at 12 months	The proportion of patients with diastolic blood pressure initially above the target level decreasing to 85 mmHg or lower	0
596	1712	272	safety, tolerability and level at which dose limiting toxicity occurred	dose limiting toxicity	0
648	974	283	the percent of subjects meeting TR during the initial 30 minutes of treatment	often reached TR	1
161	1227	683	the ratio of expiratory time to reach PTEF to the total expiratory time	t PTEF / t E	1
168	237	613	Aberrant Behaviour Checklist-Community (ABC-C)	well-tolerated	0
344	941	306	the Gastrointestinal Symptom Rating Scale-IBS version (GSRS-IBS) 42	avoidance behaviors	0
299	507	869	the change from baseline to 52 weeks of carotid arterial wall volume, reflecting plaque burden, as measured by carotid cardiovascular magnetic resonance	glycemic control	0
40	1062	320	the comparison of the scores on the 12-Item Short-Form Health Survey (SF-12) and the Graded Chronic Pain Scale (GCPS) questionnaire for the two survey modes	comparability	0
276	1337	65	cumulative survival without mechanical ventilation or oxygen dependency at 30 days	mortality	0
3	1001	386	the average efficacy over Seasons 1 and 2 for the prevention of culture-confirmed influenza illness due to influenza A or B virus strains antigenically matching those in the vaccine (ie vaccine-matched, culture-confirmed influenza; VMCCI)	efficacy over two influenza seasons against laboratory-confirmed influenza	0
140	1198	916	health care costs	non-study COPD medication costs	1
169	244	154	a composite endpoint of all-cause mortality or all-cause hospitalization	The mean age of screened patients	0
328	1402	128	the patient assessment of spinal pain (100-mm VAS)	the NNTs	0
10	1016	105	blood pressure	the primary blood pressure outcomes	1
640	965	26	lung function	Peak Expiratory Flow	0
103	159	65	the slope of decline in FEV 1 from 2 hours post-dose, the area under the FEV 1 curve (AUC) (0–24 hours) and the mean change from pre-dose FEV 1 at 12 hours post dose	a sustained bronchodilation	0
239	1313	562	the primary process outcome	Overall monitoring adherence	0
93	1845	756	the effect on markers of bone turnover at 24 weeks	serum levels of the bone-formation marker PINP	0
638	954	623	the serum phosphorus at 12 weeks	iPTH	0
171	1912	966	knowledge of labour analgesia, decisional conflict (uncertainty regarding analgesia decision) and anxiety	analgesia use	0
124	190	185	all-cause mortality over 3 years	post-bronchodilator FEV 1	0
105	1588	941	extubated	median time to extubation	1
173	1239	760	the change in test scores for residents and faculty (pre-test vs. post-test), and the difference in score improvement between the residents randomized to undergo proctored ultrasound examinations compared to those who were not	test scores (out of a 24 point test)	0
361	626	295	the intra-individual change in the total score of the Hamilton Rating Scale for Depression (HAM-D, 17-item version) between baseline and the end of the 6-week acute phase	effective	0
418	655	102	attitudes, knowledge and skills in EBM	Critical appraisal skills	0
621	932	925	PDSS	cost effective with respect to therapist time	0
79	126	834	changes in pain as measured on a verbal rating scale from 0 to 10 during a flexion-extension range of motion evaluation and changes in disc height as measured on CT scans	disc height	0
167	237	612	the ABC Irritability subtest score	treatment-related side effects	0
432	1494	46	Number of headache days over a 12 week period (item A MIDAS questionnaire)	The disability	0
502	1571	190	HSCL-25	the severity of symptoms of depression	0
687	1833	1069	IPV (Composite Abuse Scale CAS) and depression (Edinburgh Postnatal Depression Scale EPDS)	proportions of women with CAS scores ≥7	0
8	3	250	prescription data of a three-year period (one year before and 2 years after guideline dissemination) and proportion of change according to recommendations	prescribing behaviour	0
371	1444	141	the Premature Infant Pain Profile (PIPP) score in the first minute after skin puncture	Local skin erythema	0
701	1924	797	the anatomical knowledge (MCQ)	learning joint anatomy	1
320	528	1016	GHbA1c	sex-hormone-binding-globuline (SHBG) levels	0
172	1912	967	knowledge of labour analgesia, decisional conflict (uncertainty regarding analgesia decision) and anxiety	informed of labour analgesia options	0
80	126	835	changes in pain as measured on a verbal rating scale from 0 to 10 during a flexion-extension range of motion evaluation and changes in disc height as measured on CT scans	pain	0
240	406	264	a dichotomous measure (occurrence of low back pain)	likely to be older	0
543	830	220	the change in morning peak expiratory flow (PEF) rate from baseline to the end of the treatment period (mean of weeks 23–24)	the symptom scores	0
106	161	854	blood pressure	baseline glycated hemoglobin A1c	0
695	1834	797	The MC exam	learning joint anatomy	0
598	913	248	initiation of breastfeeding	intervention during labour and delivery	0
401	645	543	the temperature difference between the CRPS affected and the contralateral limbs	the number of short walking periods	0
79	126	834	changes in pain as measured on a verbal rating scale from 0 to 10 during a flexion-extension range of motion evaluation	low back pain	1
70	396	801	force platform variables PVF and impulse, the validated HCPI and the use of rescue NSAIDs	the veterinary assessment variables	0
220	1284	690	the volume of blood loss between T1 and T4	Invasive procedures	0
443	695	672	an ASAS40	the back pain score	0
129	190	190	all-cause mortality over 3 years	FEV 1	0
2	0	1008	the horizontal VAS according to Jensen	mean total health care costs	0
33	1052	13	Correlation between VPW measurements from the portable chest radiograph with the PAOP	PAOP	0
149	1205	329	Rate of change in [Na]	[Na]	1
170	244	156	a composite endpoint of all-cause mortality or all-cause hospitalization	commonly prescribed oral antihyperglycemic agent	0
585	1683	106	the clinical and laboratory adverse event profile and the effect of ferroquine on the cardiovascular system	at least one adverse event	0
276	1337	65	crossover rate	crossover	1
254	1322	222	the Glasgow Outcome Scale score 3 months after brain injury	The modified Functional Independence Measure scores	0
560	1646	745	the proportion of subjects who achieved targets for compression depth and compression rate	the quality of the initial assessment algorithm	0
541	1618	589	crying	sleep	0
69	396	800	force platform variables PVF and impulse, the validated HCPI and the use of rescue NSAIDs	Quality of life VAS	0
115	166	351	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	Parathyroid hormone levels	0
392	1476	611	whether the GP had provided patients with a written asthma action plan (WAAP yes/no)	able to assess the severity of asthma attack	0
577	1660	641	The number of destroyed alveolar attachments, expressed as a percentage over the total number of alveolar attachments,	the total wall area	0
96	141	192	begin oral intake	sit unsupported	0
361	1436	651	gastric emptying T half	GE	1
747	1925	248	glycemic variability, represented as SD (Glu SD ), glucose lability index ([∑(Glu n - Glu n+1 (mmol/L)) 2 *(h n+1 - h n ) -1 )*(number of readings) -1 or mean daily delta (difference between minimum and maximum) glucose	a loss of complexity	0
184	277	0	change in score	less knowledge about diabetes	0
190	288	365	the number of hospital days after surgery	adjusted average gain in benefit	0
393	1476	612	whether the GP had provided patients with a written asthma action plan (WAAP yes/no)	confident	0
69	396	800	the use of rescue NSAIDs	HCPI	0
755	1936	57	changes compared to baseline observed after 4 weeks (40 sessions) of treatment, in parallel groups, on (1) Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating, (2) Autism Treatment Evaluation Checklist (ATEC) total score and subscale scores, based on the parent's or primary caretaker's rating, and (3) Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	the ABC total score and subscales	0
500	1569	893	change in summary lifestyle score (Prudence Score) and individual health behaviours at three months	The Prudence Score (10 items)	0
391	632	216	WOMAC Pain	pain	1
190	288	365	the number of hospital days after surgery	probability of being cost-effective	0
106	161	854	HbA1c, lipid levels, blood pressure, BMI after 24 months of follow-up	SBP	0
515	796	617	the proportion of children achieving a well clinical response and time to a well clinical response	Parasitological response	0
543	830	220	the change in morning peak expiratory flow (PEF) rate from baseline to the end of the treatment period (mean of weeks 23–24)	forced expiratory volume in 1 second measured at the clinics	0
440	695	669	an ASAS40	an ASAS40	1
141	1198	917	health care costs and utilization rates	outpatient costs	0
761	1938	547	reduction in duration of severe pneumonia and pneumonia	duration of severe pneumonia	0
235	1965	197	to test the effect of TA on the incidence of IR and VS in patients undergoing elective CPB	Incidence of IR	0
547	1630	587	the frequency of fussing and crying of the infants	stooling	0
136	1883	194	incidence of adverse effects	retrieved oocytes	0
17	420	1040	'success'	the proportion of examinations with penicillin non-susceptible (MIC > 0.1 microg/ml) pneumococci	0
151	223	829	change in weight from randomization (0-M) to 12 months post randomization	mean initial weight loss	1
132	1163	192	the number of retrieved oocytes	The incidence of adverse events	0
346	1428	536	pedometer step counts (Omron HJ-109E Step-O-Meter)	step-counts	1
369	607	575	log HbA 1c	HbA 1c	1
158	224	1067	'first-step' pain (measured on a 100 mm Visual Analogue Scale)	'first-step' pain	1
596	913	246	postpartum haemorrhage	postpartum haemorrhage	1
